;fecha;total_uci;Localizacion;Provincia
959;2020-03-11;12,0;Valencia, Spain;Valencia
960;2020-03-12;15,0;Valencia, Spain;Valencia
961;2020-03-13;22,0;Valencia, Spain;Valencia
962;2020-03-14;29,0;Valencia, Spain;Valencia
963;2020-03-15;37,0;Valencia, Spain;Valencia
964;2020-03-16;47,0;Valencia, Spain;Valencia
965;2020-03-17;52,0;Valencia, Spain;Valencia
966;2020-03-18;65,0;Valencia, Spain;Valencia
967;2020-03-19;85,0;Valencia, Spain;Valencia
968;2020-03-20;101,0;Valencia, Spain;Valencia
969;2020-03-21;129,0;Valencia, Spain;Valencia
970;2020-03-22;152,0;Valencia, Spain;Valencia
971;2020-03-23;181,0;Valencia, Spain;Valencia
972;2020-03-24;222,0;Valencia, Spain;Valencia
973;2020-03-25;255,0;Valencia, Spain;Valencia
974;2020-03-26;289,0;Valencia, Spain;Valencia
975;2020-03-27;325,0;Valencia, Spain;Valencia
976;2020-03-28;348,0;Valencia, Spain;Valencia
977;2020-03-29;375,0;Valencia, Spain;Valencia
978;2020-03-30;393,0;Valencia, Spain;Valencia
979;2020-03-31;416,0;Valencia, Spain;Valencia
980;2020-04-01;434,0;Valencia, Spain;Valencia
981;2020-04-02;449,0;Valencia, Spain;Valencia
982;2020-04-03;460,0;Valencia, Spain;Valencia
983;2020-04-04;470,0;Valencia, Spain;Valencia
984;2020-04-05;478,0;Valencia, Spain;Valencia
985;2020-04-06;487,0;Valencia, Spain;Valencia
986;2020-04-07;492,0;Valencia, Spain;Valencia
987;2020-04-08;496,0;Valencia, Spain;Valencia
988;2020-04-09;541,0;Valencia, Spain;Valencia
989;2020-04-10;561,0;Valencia, Spain;Valencia
990;2020-04-11;565,0;Valencia, Spain;Valencia
991;2020-04-12;567,0;Valencia, Spain;Valencia
992;2020-04-13;576,0;Valencia, Spain;Valencia
993;2020-04-14;581,0;Valencia, Spain;Valencia
994;2020-04-15;588,0;Valencia, Spain;Valencia
995;2020-04-16;625,0;Valencia, Spain;Valencia
996;2020-04-17;632,0;Valencia, Spain;Valencia
997;2020-04-18;636,0;Valencia, Spain;Valencia
998;2020-04-19;643,0;Valencia, Spain;Valencia
999;2020-04-20;646,0;Valencia, Spain;Valencia
1000;2020-04-21;648,0;Valencia, Spain;Valencia
1001;2020-04-22;649,0;Valencia, Spain;Valencia
1002;2020-04-23;650,0;Valencia, Spain;Valencia
1003;2020-04-24;651,0;Valencia, Spain;Valencia
1004;2020-04-25;653,0;Valencia, Spain;Valencia
1005;2020-04-26;654,0;Valencia, Spain;Valencia
1006;2020-04-27;656,0;Valencia, Spain;Valencia
1007;2020-04-28;659,0;Valencia, Spain;Valencia
1008;2020-04-29;662,0;Valencia, Spain;Valencia
1009;2020-04-30;663,0;Valencia, Spain;Valencia
1010;2020-05-01;694,0;Valencia, Spain;Valencia
1011;2020-05-02;695,0;Valencia, Spain;Valencia
1012;2020-05-03;698,0;Valencia, Spain;Valencia
1013;2020-05-04;700,0;Valencia, Spain;Valencia
1014;2020-05-05;701,0;Valencia, Spain;Valencia
1015;2020-05-06;701,0;Valencia, Spain;Valencia
1016;2020-05-07;704,0;Valencia, Spain;Valencia
1017;2020-05-08;706,0;Valencia, Spain;Valencia
1018;2020-05-09;709,0;Valencia, Spain;Valencia
1019;2020-05-10;716,0;Valencia, Spain;Valencia
1020;2020-05-11;716,0;Valencia, Spain;Valencia
1021;2020-05-12;717,0;Valencia, Spain;Valencia
1022;2020-05-13;717,0;Valencia, Spain;Valencia
1023;2020-05-14;717,0;Valencia, Spain;Valencia
1024;2020-05-15;721,0;Valencia, Spain;Valencia
1025;2020-05-16;722,0;Valencia, Spain;Valencia
1026;2020-05-17;723,0;Valencia, Spain;Valencia
1027;2020-05-18;725,0;Valencia, Spain;Valencia
1028;2020-05-19;727,0;Valencia, Spain;Valencia
1029;2020-05-20;727,0;Valencia, Spain;Valencia
1030;2020-05-21;730,0;Valencia, Spain;Valencia
1031;2020-05-22;731,0;Valencia, Spain;Valencia
1032;2020-05-23;733,0;Valencia, Spain;Valencia
1033;2020-05-24;733,0;Valencia, Spain;Valencia
1034;2020-02-21;;Extremadura, Spain;Extremadura
1035;2020-02-22;;Extremadura, Spain;Extremadura
1036;2020-02-23;;Extremadura, Spain;Extremadura
1037;2020-02-24;;Extremadura, Spain;Extremadura
1038;2020-02-25;;Extremadura, Spain;Extremadura
1039;2020-02-26;;Extremadura, Spain;Extremadura
1040;2020-02-27;;Extremadura, Spain;Extremadura
1041;2020-02-28;;Extremadura, Spain;Extremadura
1042;2020-02-29;;Extremadura, Spain;Extremadura
1043;2020-03-01;;Extremadura, Spain;Extremadura
1044;2020-03-02;;Extremadura, Spain;Extremadura
1045;2020-03-03;;Extremadura, Spain;Extremadura
1046;2020-03-04;;Extremadura, Spain;Extremadura
1047;2020-03-05;;Extremadura, Spain;Extremadura
1048;2020-03-06;;Extremadura, Spain;Extremadura
1049;2020-03-07;;Extremadura, Spain;Extremadura
1050;2020-03-08;;Extremadura, Spain;Extremadura
1051;2020-03-09;0,0;Extremadura, Spain;Extremadura
1052;2020-03-10;0,0;Extremadura, Spain;Extremadura
1053;2020-03-11;1,0;Extremadura, Spain;Extremadura
1054;2020-03-12;1,0;Extremadura, Spain;Extremadura
1055;2020-03-13;1,0;Extremadura, Spain;Extremadura
1056;2020-03-14;1,0;Extremadura, Spain;Extremadura
1057;2020-03-15;1,0;Extremadura, Spain;Extremadura
1058;2020-03-16;2,0;Extremadura, Spain;Extremadura
1059;2020-03-17;5,0;Extremadura, Spain;Extremadura
1060;2020-03-18;6,0;Extremadura, Spain;Extremadura
1061;2020-03-19;9,0;Extremadura, Spain;Extremadura
1062;2020-03-20;12,0;Extremadura, Spain;Extremadura
1063;2020-03-21;13,0;Extremadura, Spain;Extremadura
1064;2020-03-22;24,0;Extremadura, Spain;Extremadura
1065;2020-03-23;33,0;Extremadura, Spain;Extremadura
1066;2020-03-24;40,0;Extremadura, Spain;Extremadura
1067;2020-03-25;48,0;Extremadura, Spain;Extremadura
1068;2020-03-26;52,0;Extremadura, Spain;Extremadura
1069;2020-03-27;54,0;Extremadura, Spain;Extremadura
1070;2020-03-28;58,0;Extremadura, Spain;Extremadura
1071;2020-03-29;67,0;Extremadura, Spain;Extremadura
1072;2020-03-30;71,0;Extremadura, Spain;Extremadura
1073;2020-03-31;77,0;Extremadura, Spain;Extremadura
1074;2020-04-01;82,0;Extremadura, Spain;Extremadura
1075;2020-04-02;83,0;Extremadura, Spain;Extremadura
1076;2020-04-03;85,0;Extremadura, Spain;Extremadura
1077;2020-04-04;88,0;Extremadura, Spain;Extremadura
1078;2020-04-05;91,0;Extremadura, Spain;Extremadura
1079;2020-04-06;93,0;Extremadura, Spain;Extremadura
1080;2020-04-07;96,0;Extremadura, Spain;Extremadura
1081;2020-04-08;98,0;Extremadura, Spain;Extremadura
1082;2020-04-09;99,0;Extremadura, Spain;Extremadura
1083;2020-04-10;101,0;Extremadura, Spain;Extremadura
1084;2020-04-11;104,0;Extremadura, Spain;Extremadura
1085;2020-04-12;106,0;Extremadura, Spain;Extremadura
1086;2020-04-13;107,0;Extremadura, Spain;Extremadura
1087;2020-04-14;107,0;Extremadura, Spain;Extremadura
1088;2020-04-15;107,0;Extremadura, Spain;Extremadura
1089;2020-04-16;107,0;Extremadura, Spain;Extremadura
1090;2020-04-17;107,0;Extremadura, Spain;Extremadura
1091;2020-04-18;107,0;Extremadura, Spain;Extremadura
1092;2020-04-19;107,0;Extremadura, Spain;Extremadura
1093;2020-04-20;107,0;Extremadura, Spain;Extremadura
1094;2020-04-21;107,0;Extremadura, Spain;Extremadura
1095;2020-04-22;107,0;Extremadura, Spain;Extremadura
1096;2020-04-23;107,0;Extremadura, Spain;Extremadura
1097;2020-04-24;107,0;Extremadura, Spain;Extremadura
1098;2020-04-25;107,0;Extremadura, Spain;Extremadura
1099;2020-04-26;107,0;Extremadura, Spain;Extremadura
1100;2020-04-27;107,0;Extremadura, Spain;Extremadura
1101;2020-04-28;107,0;Extremadura, Spain;Extremadura
1102;2020-04-29;107,0;Extremadura, Spain;Extremadura
1103;2020-04-30;108,0;Extremadura, Spain;Extremadura
1104;2020-05-01;108,0;Extremadura, Spain;Extremadura
1105;2020-05-02;108,0;Extremadura, Spain;Extremadura
1106;2020-05-03;108,0;Extremadura, Spain;Extremadura
1107;2020-05-04;108,0;Extremadura, Spain;Extremadura
1108;2020-05-05;108,0;Extremadura, Spain;Extremadura
1109;2020-05-06;108,0;Extremadura, Spain;Extremadura
1110;2020-05-07;108,0;Extremadura, Spain;Extremadura
1111;2020-05-08;109,0;Extremadura, Spain;Extremadura
1112;2020-05-09;109,0;Extremadura, Spain;Extremadura
1113;2020-05-10;109,0;Extremadura, Spain;Extremadura
1114;2020-05-11;109,0;Extremadura, Spain;Extremadura
1115;2020-05-12;109,0;Extremadura, Spain;Extremadura
1116;2020-05-13;109,0;Extremadura, Spain;Extremadura
1117;2020-05-14;109,0;Extremadura, Spain;Extremadura
1118;2020-05-15;109,0;Extremadura, Spain;Extremadura
1119;2020-05-16;109,0;Extremadura, Spain;Extremadura
1120;2020-05-17;110,0;Extremadura, Spain;Extremadura
1121;2020-05-18;110,0;Extremadura, Spain;Extremadura
1122;2020-05-19;110,0;Extremadura, Spain;Extremadura
1123;2020-05-20;110,0;Extremadura, Spain;Extremadura
1124;2020-05-21;110,0;Extremadura, Spain;Extremadura
1125;2020-05-22;110,0;Extremadura, Spain;Extremadura
1126;2020-05-23;110,0;Extremadura, Spain;Extremadura
1127;2020-05-24;110,0;Extremadura, Spain;Extremadura
1128;2020-02-21;;Galicia, Spain;Galicia
1129;2020-02-22;;Galicia, Spain;Galicia
1130;2020-02-23;;Galicia, Spain;Galicia
1131;2020-02-24;;Galicia, Spain;Galicia
1132;2020-02-25;;Galicia, Spain;Galicia
1133;2020-02-26;;Galicia, Spain;Galicia
1134;2020-02-27;;Galicia, Spain;Galicia
1135;2020-02-28;;Galicia, Spain;Galicia
1136;2020-02-29;;Galicia, Spain;Galicia
1137;2020-03-01;;Galicia, Spain;Galicia
1138;2020-03-02;;Galicia, Spain;Galicia
1139;2020-03-03;;Galicia, Spain;Galicia
1140;2020-03-04;;Galicia, Spain;Galicia
1141;2020-03-05;;Galicia, Spain;Galicia
1142;2020-03-06;;Galicia, Spain;Galicia
1143;2020-03-07;;Galicia, Spain;Galicia
1144;2020-03-08;;Galicia, Spain;Galicia
1145;2020-03-09;2,0;Galicia, Spain;Galicia
1146;2020-03-10;2,0;Galicia, Spain;Galicia
1147;2020-03-11;2,0;Galicia, Spain;Galicia
1148;2020-03-12;2,0;Galicia, Spain;Galicia
1149;2020-03-13;6,0;Galicia, Spain;Galicia
1150;2020-03-14;6,0;Galicia, Spain;Galicia
1151;2020-03-15;6,0;Galicia, Spain;Galicia
1152;2020-03-16;8,0;Galicia, Spain;Galicia
1153;2020-03-17;12,0;Galicia, Spain;Galicia
1154;2020-03-18;17,0;Galicia, Spain;Galicia
1155;2020-03-19;24,0;Galicia, Spain;Galicia
1156;2020-03-20;34,0;Galicia, Spain;Galicia
1157;2020-03-21;40,0;Galicia, Spain;Galicia
1158;2020-03-22;50,0;Galicia, Spain;Galicia
1159;2020-03-23;62,0;Galicia, Spain;Galicia
1160;2020-03-24;78,0;Galicia, Spain;Galicia
1161;2020-03-25;100,0;Galicia, Spain;Galicia
1162;2020-03-26;107,0;Galicia, Spain;Galicia
1163;2020-03-27;122,0;Galicia, Spain;Galicia
1164;2020-03-28;141,0;Galicia, Spain;Galicia
1165;2020-03-29;159,0;Galicia, Spain;Galicia
1166;2020-03-30;176,0;Galicia, Spain;Galicia
1167;2020-03-31;189,0;Galicia, Spain;Galicia
1168;2020-04-01;203,0;Galicia, Spain;Galicia
1169;2020-04-02;212,0;Galicia, Spain;Galicia
1170;2020-04-03;219,0;Galicia, Spain;Galicia
1171;2020-04-04;229,0;Galicia, Spain;Galicia
1172;2020-04-05;237,0;Galicia, Spain;Galicia
1173;2020-04-06;245,0;Galicia, Spain;Galicia
1174;2020-04-07;253,0;Galicia, Spain;Galicia
1175;2020-04-08;256,0;Galicia, Spain;Galicia
1176;2020-04-09;260,0;Galicia, Spain;Galicia
1177;2020-04-10;263,0;Galicia, Spain;Galicia
1178;2020-04-11;264,0;Galicia, Spain;Galicia
1179;2020-04-12;267,0;Galicia, Spain;Galicia
1180;2020-04-13;275,0;Galicia, Spain;Galicia
1181;2020-04-14;280,0;Galicia, Spain;Galicia
1182;2020-04-15;282,0;Galicia, Spain;Galicia
1183;2020-04-16;282,0;Galicia, Spain;Galicia
1184;2020-04-17;290,0;Galicia, Spain;Galicia
1185;2020-04-18;291,0;Galicia, Spain;Galicia
1186;2020-04-19;294,0;Galicia, Spain;Galicia
1187;2020-04-20;296,0;Galicia, Spain;Galicia
1188;2020-04-21;296,0;Galicia, Spain;Galicia
1189;2020-04-22;297,0;Galicia, Spain;Galicia
1190;2020-04-23;298,0;Galicia, Spain;Galicia
1191;2020-04-24;301,0;Galicia, Spain;Galicia
1192;2020-04-25;302,0;Galicia, Spain;Galicia
1193;2020-04-26;303,0;Galicia, Spain;Galicia
1194;2020-04-27;304,0;Galicia, Spain;Galicia
1195;2020-04-28;305,0;Galicia, Spain;Galicia
1196;2020-04-29;308,0;Galicia, Spain;Galicia
1197;2020-04-30;310,0;Galicia, Spain;Galicia
1198;2020-05-01;313,0;Galicia, Spain;Galicia
1199;2020-05-02;313,0;Galicia, Spain;Galicia
1200;2020-05-03;315,0;Galicia, Spain;Galicia
1201;2020-05-04;315,0;Galicia, Spain;Galicia
1202;2020-05-05;317,0;Galicia, Spain;Galicia
1203;2020-05-06;319,0;Galicia, Spain;Galicia
1204;2020-05-07;320,0;Galicia, Spain;Galicia
1205;2020-05-08;321,0;Galicia, Spain;Galicia
1206;2020-05-09;323,0;Galicia, Spain;Galicia
1207;2020-05-10;325,0;Galicia, Spain;Galicia
1208;2020-05-11;326,0;Galicia, Spain;Galicia
1209;2020-05-12;326,0;Galicia, Spain;Galicia
1210;2020-05-13;327,0;Galicia, Spain;Galicia
1211;2020-05-14;327,0;Galicia, Spain;Galicia
1212;2020-05-15;332,0;Galicia, Spain;Galicia
1213;2020-05-16;332,0;Galicia, Spain;Galicia
1214;2020-05-17;332,0;Galicia, Spain;Galicia
1215;2020-05-18;332,0;Galicia, Spain;Galicia
1216;2020-05-19;332,0;Galicia, Spain;Galicia
1217;2020-05-20;334,0;Galicia, Spain;Galicia
1218;2020-05-21;334,0;Galicia, Spain;Galicia
1219;2020-05-22;334,0;Galicia, Spain;Galicia
1220;2020-05-23;335,0;Galicia, Spain;Galicia
1221;2020-05-24;336,0;Galicia, Spain;Galicia
1222;2020-02-21;;Madrid, Spain;Madrid
1223;2020-02-22;;Madrid, Spain;Madrid
1224;2020-02-23;;Madrid, Spain;Madrid
1225;2020-02-24;;Madrid, Spain;Madrid
1226;2020-02-25;;Madrid, Spain;Madrid
1227;2020-02-26;;Madrid, Spain;Madrid
1228;2020-02-27;;Madrid, Spain;Madrid
1229;2020-02-28;;Madrid, Spain;Madrid
1230;2020-02-29;;Madrid, Spain;Madrid
1231;2020-03-01;;Madrid, Spain;Madrid
1232;2020-03-02;;Madrid, Spain;Madrid
1233;2020-03-03;;Madrid, Spain;Madrid
1234;2020-03-04;;Madrid, Spain;Madrid
1235;2020-03-05;;Madrid, Spain;Madrid
1236;2020-03-06;;Madrid, Spain;Madrid
1237;2020-03-07;;Madrid, Spain;Madrid
1238;2020-03-08;;Madrid, Spain;Madrid
1239;2020-03-09;61,0;Madrid, Spain;Madrid
1240;2020-03-10;120,0;Madrid, Spain;Madrid
1241;2020-03-11;184,0;Madrid, Spain;Madrid
1242;2020-03-12;238,0;Madrid, Spain;Madrid
1243;2020-03-13;307,0;Madrid, Spain;Madrid
1244;2020-03-14;370,0;Madrid, Spain;Madrid
1245;2020-03-15;469,0;Madrid, Spain;Madrid
1246;2020-03-16;566,0;Madrid, Spain;Madrid
1247;2020-03-17;702,0;Madrid, Spain;Madrid
1248;2020-03-18;850,0;Madrid, Spain;Madrid
1249;2020-03-19;1011,0;Madrid, Spain;Madrid
1250;2020-03-20;1196,0;Madrid, Spain;Madrid
1251;2020-03-21;1401,0;Madrid, Spain;Madrid
1252;2020-03-22;1532,0;Madrid, Spain;Madrid
1253;2020-03-23;1664,0;Madrid, Spain;Madrid
1254;2020-03-24;1813,0;Madrid, Spain;Madrid
1255;2020-03-25;1962,0;Madrid, Spain;Madrid
1256;2020-03-26;2117,0;Madrid, Spain;Madrid
1257;2020-03-27;2272,0;Madrid, Spain;Madrid
1258;2020-03-28;2369,0;Madrid, Spain;Madrid
1259;2020-03-29;2423,0;Madrid, Spain;Madrid
1260;2020-03-30;2464,0;Madrid, Spain;Madrid
1261;2020-03-31;2554,0;Madrid, Spain;Madrid
1262;2020-04-01;2627,0;Madrid, Spain;Madrid
1263;2020-04-02;2694,0;Madrid, Spain;Madrid
1264;2020-04-03;2764,0;Madrid, Spain;Madrid
1265;2020-04-04;2821,0;Madrid, Spain;Madrid
1266;2020-04-05;2854,0;Madrid, Spain;Madrid
1267;2020-04-06;2879,0;Madrid, Spain;Madrid
1268;2020-04-07;2958,0;Madrid, Spain;Madrid
1269;2020-04-08;3002,0;Madrid, Spain;Madrid
1270;2020-04-09;3038,0;Madrid, Spain;Madrid
1271;2020-04-10;3061,0;Madrid, Spain;Madrid
1272;2020-04-11;3091,0;Madrid, Spain;Madrid
1273;2020-04-12;3105,0;Madrid, Spain;Madrid
1274;2020-04-13;3122,0;Madrid, Spain;Madrid
1275;2020-04-14;3153,0;Madrid, Spain;Madrid
1276;2020-04-15;3180,0;Madrid, Spain;Madrid
1277;2020-04-16;3203,0;Madrid, Spain;Madrid
1278;2020-04-17;3214,0;Madrid, Spain;Madrid
1279;2020-04-18;3228,0;Madrid, Spain;Madrid
1280;2020-04-19;3238,0;Madrid, Spain;Madrid
1281;2020-04-20;3248,0;Madrid, Spain;Madrid
1282;2020-04-21;3278,0;Madrid, Spain;Madrid
1283;2020-04-22;3283,0;Madrid, Spain;Madrid
1284;2020-04-23;3288,0;Madrid, Spain;Madrid
1285;2020-04-24;3305,0;Madrid, Spain;Madrid
1286;2020-04-25;3307,0;Madrid, Spain;Madrid
1287;2020-04-26;3308,0;Madrid, Spain;Madrid
1288;2020-04-27;3309,0;Madrid, Spain;Madrid
1289;2020-04-28;3338,0;Madrid, Spain;Madrid
1290;2020-04-29;3355,0;Madrid, Spain;Madrid
1291;2020-04-30;3377,0;Madrid, Spain;Madrid
1292;2020-05-01;3392,0;Madrid, Spain;Madrid
1293;2020-05-02;3404,0;Madrid, Spain;Madrid
1294;2020-05-03;3421,0;Madrid, Spain;Madrid
1295;2020-05-04;3431,0;Madrid, Spain;Madrid
1296;2020-05-05;3442,0;Madrid, Spain;Madrid
1297;2020-05-06;3465,0;Madrid, Spain;Madrid
1298;2020-05-07;3485,0;Madrid, Spain;Madrid
1299;2020-05-08;3493,0;Madrid, Spain;Madrid
1300;2020-05-09;3508,0;Madrid, Spain;Madrid
1301;2020-05-10;3520,0;Madrid, Spain;Madrid
1302;2020-05-11;3529,0;Madrid, Spain;Madrid
1303;2020-05-12;3543,0;Madrid, Spain;Madrid
1304;2020-05-13;3555,0;Madrid, Spain;Madrid
1305;2020-05-14;3564,0;Madrid, Spain;Madrid
1306;2020-05-15;3574,0;Madrid, Spain;Madrid
1307;2020-05-16;3577,0;Madrid, Spain;Madrid
1308;2020-05-17;3584,0;Madrid, Spain;Madrid
1309;2020-05-18;3594,0;Madrid, Spain;Madrid
1310;2020-05-19;3600,0;Madrid, Spain;Madrid
1311;2020-05-20;3610,0;Madrid, Spain;Madrid
1312;2020-05-21;3617,0;Madrid, Spain;Madrid
1313;2020-05-22;3627,0;Madrid, Spain;Madrid
1314;2020-05-23;3634,0;Madrid, Spain;Madrid
1315;2020-05-24;3635,0;Madrid, Spain;Madrid
1316;2020-02-21;;Melilla, Spain;Melilla
1317;2020-02-22;;Melilla, Spain;Melilla
1318;2020-02-23;;Melilla, Spain;Melilla
1319;2020-02-24;;Melilla, Spain;Melilla
1320;2020-02-25;;Melilla, Spain;Melilla
1321;2020-02-26;;Melilla, Spain;Melilla
1322;2020-02-27;;Melilla, Spain;Melilla
1323;2020-02-28;;Melilla, Spain;Melilla
1324;2020-02-29;;Melilla, Spain;Melilla
1325;2020-03-01;;Melilla, Spain;Melilla
1326;2020-03-02;;Melilla, Spain;Melilla
1327;2020-03-03;;Melilla, Spain;Melilla
1328;2020-03-04;;Melilla, Spain;Melilla
1329;2020-03-05;;Melilla, Spain;Melilla
1330;2020-03-06;;Melilla, Spain;Melilla
1331;2020-03-07;;Melilla, Spain;Melilla
1332;2020-03-08;;Melilla, Spain;Melilla
1333;2020-03-09;0,0;Melilla, Spain;Melilla
1334;2020-03-10;0,0;Melilla, Spain;Melilla
1335;2020-03-11;0,0;Melilla, Spain;Melilla
1336;2020-03-12;0,0;Melilla, Spain;Melilla
1337;2020-03-13;0,0;Melilla, Spain;Melilla
1338;2020-03-14;0,0;Melilla, Spain;Melilla
1339;2020-03-15;0,0;Melilla, Spain;Melilla
1340;2020-03-16;0,0;Melilla, Spain;Melilla
1341;2020-03-17;0,0;Melilla, Spain;Melilla
1342;2020-03-18;0,0;Melilla, Spain;Melilla
1343;2020-03-19;0,0;Melilla, Spain;Melilla
1344;2020-03-20;1,0;Melilla, Spain;Melilla
1345;2020-03-21;1,0;Melilla, Spain;Melilla
1346;2020-03-22;1,0;Melilla, Spain;Melilla
1347;2020-03-23;1,0;Melilla, Spain;Melilla
1348;2020-03-24;1,0;Melilla, Spain;Melilla
1349;2020-03-25;2,0;Melilla, Spain;Melilla
1350;2020-03-26;2,0;Melilla, Spain;Melilla
1351;2020-03-27;2,0;Melilla, Spain;Melilla
1352;2020-03-28;2,0;Melilla, Spain;Melilla
1353;2020-03-29;2,0;Melilla, Spain;Melilla
1354;2020-03-30;3,0;Melilla, Spain;Melilla
1355;2020-03-31;3,0;Melilla, Spain;Melilla
1356;2020-04-01;3,0;Melilla, Spain;Melilla
1357;2020-04-02;3,0;Melilla, Spain;Melilla
1358;2020-04-03;3,0;Melilla, Spain;Melilla
1359;2020-04-04;3,0;Melilla, Spain;Melilla
1360;2020-04-05;3,0;Melilla, Spain;Melilla
1361;2020-04-06;3,0;Melilla, Spain;Melilla
1362;2020-04-07;3,0;Melilla, Spain;Melilla
1363;2020-04-08;3,0;Melilla, Spain;Melilla
1364;2020-04-09;3,0;Melilla, Spain;Melilla
1365;2020-04-10;3,0;Melilla, Spain;Melilla
1366;2020-04-11;3,0;Melilla, Spain;Melilla
1367;2020-04-12;3,0;Melilla, Spain;Melilla
1368;2020-04-13;3,0;Melilla, Spain;Melilla
1369;2020-04-14;3,0;Melilla, Spain;Melilla
1370;2020-04-15;3,0;Melilla, Spain;Melilla
1371;2020-04-16;3,0;Melilla, Spain;Melilla
1372;2020-04-17;3,0;Melilla, Spain;Melilla
1373;2020-04-18;3,0;Melilla, Spain;Melilla
1374;2020-04-19;3,0;Melilla, Spain;Melilla
1375;2020-04-20;3,0;Melilla, Spain;Melilla
1376;2020-04-21;3,0;Melilla, Spain;Melilla
1377;2020-04-22;3,0;Melilla, Spain;Melilla
1378;2020-04-23;3,0;Melilla, Spain;Melilla
1379;2020-04-24;3,0;Melilla, Spain;Melilla
1380;2020-04-25;3,0;Melilla, Spain;Melilla
1381;2020-04-26;3,0;Melilla, Spain;Melilla
1382;2020-04-27;3,0;Melilla, Spain;Melilla
1383;2020-04-28;3,0;Melilla, Spain;Melilla
1384;2020-04-29;3,0;Melilla, Spain;Melilla
1385;2020-04-30;3,0;Melilla, Spain;Melilla
1386;2020-05-01;3,0;Melilla, Spain;Melilla
1387;2020-05-02;3,0;Melilla, Spain;Melilla
1388;2020-05-03;3,0;Melilla, Spain;Melilla
1389;2020-05-04;3,0;Melilla, Spain;Melilla
1390;2020-05-05;3,0;Melilla, Spain;Melilla
1391;2020-05-06;3,0;Melilla, Spain;Melilla
1392;2020-05-07;3,0;Melilla, Spain;Melilla
1393;2020-05-08;3,0;Melilla, Spain;Melilla
1394;2020-05-09;3,0;Melilla, Spain;Melilla
1395;2020-05-10;3,0;Melilla, Spain;Melilla
1396;2020-05-11;3,0;Melilla, Spain;Melilla
1397;2020-05-12;3,0;Melilla, Spain;Melilla
1398;2020-05-13;3,0;Melilla, Spain;Melilla
1399;2020-05-14;3,0;Melilla, Spain;Melilla
1400;2020-05-15;3,0;Melilla, Spain;Melilla
1401;2020-05-16;3,0;Melilla, Spain;Melilla
1402;2020-05-17;3,0;Melilla, Spain;Melilla
1403;2020-05-18;3,0;Melilla, Spain;Melilla
1404;2020-05-19;3,0;Melilla, Spain;Melilla
1405;2020-05-20;3,0;Melilla, Spain;Melilla
1406;2020-05-21;3,0;Melilla, Spain;Melilla
1407;2020-05-22;3,0;Melilla, Spain;Melilla
1408;2020-05-23;3,0;Melilla, Spain;Melilla
1409;2020-05-24;3,0;Melilla, Spain;Melilla
1410;2020-02-21;;Murcia, Spain;Murcia
1411;2020-02-22;;Murcia, Spain;Murcia
1412;2020-02-23;;Murcia, Spain;Murcia
1413;2020-02-24;;Murcia, Spain;Murcia
1414;2020-02-25;;Murcia, Spain;Murcia
1415;2020-02-26;;Murcia, Spain;Murcia
1416;2020-02-27;;Murcia, Spain;Murcia
1417;2020-02-28;;Murcia, Spain;Murcia
1418;2020-02-29;;Murcia, Spain;Murcia
1419;2020-03-01;;Murcia, Spain;Murcia
1420;2020-03-02;;Murcia, Spain;Murcia
1421;2020-03-03;;Murcia, Spain;Murcia
1422;2020-03-04;;Murcia, Spain;Murcia
1423;2020-03-05;;Murcia, Spain;Murcia
1424;2020-03-06;;Murcia, Spain;Murcia
1425;2020-03-07;;Murcia, Spain;Murcia
1426;2020-03-08;;Murcia, Spain;Murcia
1427;2020-03-09;0,0;Murcia, Spain;Murcia
1428;2020-03-10;0,0;Murcia, Spain;Murcia
1429;2020-03-11;0,0;Murcia, Spain;Murcia
1430;2020-03-12;1,0;Murcia, Spain;Murcia
1431;2020-03-13;2,0;Murcia, Spain;Murcia
1432;2020-03-14;2,0;Murcia, Spain;Murcia
1433;2020-03-15;2,0;Murcia, Spain;Murcia
1434;2020-03-16;2,0;Murcia, Spain;Murcia
1435;2020-03-17;3,0;Murcia, Spain;Murcia
1436;2020-03-18;4,0;Murcia, Spain;Murcia
1437;2020-03-19;6,0;Murcia, Spain;Murcia
1438;2020-03-20;11,0;Murcia, Spain;Murcia
1439;2020-03-21;14,0;Murcia, Spain;Murcia
1440;2020-03-22;16,0;Murcia, Spain;Murcia
1441;2020-03-23;23,0;Murcia, Spain;Murcia
1442;2020-03-24;26,0;Murcia, Spain;Murcia
1443;2020-03-25;33,0;Murcia, Spain;Murcia
1444;2020-03-26;36,0;Murcia, Spain;Murcia
1445;2020-03-27;53,0;Murcia, Spain;Murcia
1446;2020-03-28;58,0;Murcia, Spain;Murcia
1447;2020-03-29;58,0;Murcia, Spain;Murcia
1448;2020-03-30;58,0;Murcia, Spain;Murcia
1449;2020-03-31;59,0;Murcia, Spain;Murcia
1450;2020-04-01;59,0;Murcia, Spain;Murcia
1451;2020-04-02;68,0;Murcia, Spain;Murcia
1452;2020-04-03;72,0;Murcia, Spain;Murcia
1453;2020-04-04;79,0;Murcia, Spain;Murcia
1454;2020-04-05;80,0;Murcia, Spain;Murcia
1455;2020-04-06;81,0;Murcia, Spain;Murcia
1456;2020-04-07;84,0;Murcia, Spain;Murcia
1457;2020-04-08;86,0;Murcia, Spain;Murcia
1458;2020-04-09;87,0;Murcia, Spain;Murcia
